production_companies_list,faturamento_total,faturamento_media,faturamento_menor,faturamento_maior,count,budget_total,budget_media,budget_menor,budget_maior
Moviemakers Productions (MMP),6432551,6432551.0,6432551,6432551,1,39000000,39000000.0,39000000,39000000
Production I.G,6390435,3195217.5,515905,5874530,2,33000000,16500000.0,3000000,30000000
Cold Iron Pictures,6377002,3188501.0,1477002,4900000,2,5000000,2500000.0,2000000,3000000
Vega Baby,6348889,6348889.0,6348889,6348889,1,20000000,20000000.0,20000000,20000000
First Sun,6348889,6348889.0,6348889,6348889,1,20000000,20000000.0,20000000,20000000
Camp Hill,6342668,6342668.0,6342668,6342668,1,3000000,3000000.0,3000000,3000000
Movie Trailer House,6341684,6341684.0,6341684,6341684,1,2500000,2500000.0,2500000,2500000
Rogovin Brothers,6341684,6341684.0,6341684,6341684,1,2500000,2500000.0,2500000,2500000
Camp Grey,6341684,6341684.0,6341684,6341684,1,2500000,2500000.0,2500000,2500000
Blood & Chocolate Productions Ltd,6340723,6340723.0,6340723,6340723,1,15000000,15000000.0,15000000,15000000
Berrick Filmproduktion,6340723,6340723.0,6340723,6340723,1,15000000,15000000.0,15000000,15000000
Other Angle Pictures,6294941,6294941.0,6294941,6294941,1,6837995,6837995.0,6837995,6837995
Pandora Filmes,6294941,6294941.0,6294941,6294941,1,6837995,6837995.0,6837995,6837995
UNITÉ,6294941,6294941.0,6294941,6294941,1,6837995,6837995.0,6837995,6837995
Apollo Films,6294941,6294941.0,6294941,6294941,1,6837995,6837995.0,6837995,6837995
Exponential Films,6294161,6294161.0,6294161,6294161,1,3730500,3730500.0,3730500,3730500
Embargo Films,6294161,6294161.0,6294161,6294161,1,3730500,3730500.0,3730500,3730500
Maiden Movies,6284090,6284090.0,6284090,6284090,1,15000000,15000000.0,15000000,15000000
Lakeview Entertainment,6274027,6274027.0,6274027,6274027,1,25000000,25000000.0,25000000,25000000
Dial 9,6274027,6274027.0,6274027,6274027,1,25000000,25000000.0,25000000,25000000
Cittadino/Dugan Entertainment,6274027,6274027.0,6274027,6274027,1,25000000,25000000.0,25000000,25000000
TinRes Entertainment,6274027,6274027.0,6274027,6274027,1,25000000,25000000.0,25000000,25000000
Mattel Playground Productions,6272403,6272403.0,6272403,6272403,1,10000000,10000000.0,10000000,10000000
Dolphin Entertainment,6272403,6272403.0,6272403,6272403,1,10000000,10000000.0,10000000,10000000
Picture Perfect Corporation,6267657,3133828.5,770706,5496951,2,35720000,17860000.0,8500000,27220000
Costa do Castelo Filmes,6265311,6265311.0,6265311,6265311,1,25000000,25000000.0,25000000,25000000
House of Spirits Film,6265311,6265311.0,6265311,6265311,1,25000000,25000000.0,25000000,25000000
Elipsis Capital,6262663,6262663.0,6262663,6262663,1,20000000,20000000.0,20000000,20000000
The Foley Lab,6262663,6262663.0,6262663,6262663,1,20000000,20000000.0,20000000,20000000
Nickel City Pictures,6262663,6262663.0,6262663,6262663,1,20000000,20000000.0,20000000,20000000
Aperture Media Partners,6262663,6262663.0,6262663,6262663,1,20000000,20000000.0,20000000,20000000
StoryBoard Media,6262663,6262663.0,6262663,6262663,1,20000000,20000000.0,20000000,20000000
Wildside,6248748,3124374.0,1248748,5000000,2,11347850,5673925.0,3347850,8000000
Nu Boyana Viburno,6237990,6237990.0,6237990,6237990,1,7000000,7000000.0,7000000,7000000
Green Moon Productions,6237990,6237990.0,6237990,6237990,1,7000000,7000000.0,7000000,7000000
Inc,6203044,6203044.0,6203044,6203044,1,10000000,10000000.0,10000000,10000000
The Straight Story,6203044,6203044.0,6203044,6203044,1,10000000,10000000.0,10000000,10000000
Anomaly Entertainment,6191746,6191746.0,6191746,6191746,1,11000000,11000000.0,11000000,11000000
Copying Beethoven UK Limited,6191746,6191746.0,6191746,6191746,1,11000000,11000000.0,11000000,11000000
Ink Pine Media,6175213,6175213.0,6175213,6175213,1,5000000,5000000.0,5000000,5000000
Black Hangar Studios,6175213,6175213.0,6175213,6175213,1,5000000,5000000.0,5000000,5000000
Screen Media Films,6175213,6175213.0,6175213,6175213,1,5000000,5000000.0,5000000,5000000
Orwo Studios (US),6175213,6175213.0,6175213,6175213,1,5000000,5000000.0,5000000,5000000
Bruce Cohen Productions,6174491,6174491.0,6174491,6174491,1,6000000,6000000.0,6000000,6000000
Cinecorp,6157157,6157157.0,6157157,6157157,1,5000000,5000000.0,5000000,5000000
Imaginary Entertainment,6157157,6157157.0,6157157,6157157,1,5000000,5000000.0,5000000,5000000
Optimum Releasing,6149356,6149356.0,6149356,6149356,1,967686,967686.0,967686,967686
Korsala Productions,6112613,6112613.0,6112613,6112613,1,30000000,30000000.0,30000000,30000000
Sudden Storm Productions,6108720,6108720.0,6108720,6108720,1,9000000,9000000.0,9000000,9000000
MeniThings Productions,6101046,6101046.0,6101046,6101046,1,4000000,4000000.0,4000000,4000000
Spacemaker Productions,6100000,6100000.0,6100000,6100000,1,15000000,15000000.0,15000000,15000000
Endurance Media,6069605,6069605.0,6069605,6069605,1,22000000,22000000.0,22000000,22000000
Talandracas,6063556,6063556.0,6063556,6063556,1,20500000,20500000.0,20500000,20500000
Alfama Films,6063556,6063556.0,6063556,6063556,1,20500000,20500000.0,20500000,20500000
RTP,6063556,6063556.0,6063556,6063556,1,20500000,20500000.0,20500000,20500000
Leopardo Filmes,6063556,6063556.0,6063556,6063556,1,20500000,20500000.0,20500000,20500000
Samsa Film,6021342,2007114.0,276891,3092534,3,26580600,8860200.0,6000000,13000000
Ciné B,6007194,6007194.0,6007194,6007194,1,18000000,18000000.0,18000000,18000000
Django Films,6007194,6007194.0,6007194,6007194,1,18000000,18000000.0,18000000,18000000
Dreamland Productions,6000000,6000000.0,6000000,6000000,1,12000,12000.0,12000,12000
Universal 1440 Entertainment,6000000,3000000.0,2200000,3800000,2,11500000,5750000.0,5000000,6500000
Whitebeard Films,5989583,5989583.0,5989583,5989583,1,50000000,50000000.0,50000000,50000000
Global Road Entertainment,5989583,5989583.0,5989583,5989583,1,50000000,50000000.0,50000000,50000000
Filmhaus Films,5987386,5987386.0,5987386,5987386,1,2500000,2500000.0,2500000,2500000
Cinelou Films,5960281,2980140.5,2360281,3600000,2,9800000,4900000.0,2800000,7000000
Ezekiel Film Production,5951517,2975758.5,1851517,4100000,2,10100000,5050000.0,3500000,6600000
FICC,5926410,5926410.0,5926410,5926410,1,15000000,15000000.0,15000000,15000000
Lithuanian Film Studio,5926410,5926410.0,5926410,5926410,1,15000000,15000000.0,15000000,15000000
ATO Pictures,5924126,2962063.0,1941667,3982459,2,10000000,5000000.0,3000000,7000000
Visionbox Pictures,5923000,5923000.0,5923000,5923000,1,3000000,3000000.0,3000000,3000000
White Orchid Films,5923000,5923000.0,5923000,5923000,1,3000000,3000000.0,3000000,3000000
Bloodline Films,5923000,5923000.0,5923000,5923000,1,3000000,3000000.0,3000000,3000000
Fearon Entertainment,5923000,5923000.0,5923000,5923000,1,3000000,3000000.0,3000000,3000000
Sunset Gower Studios,5914908,5914908.0,5914908,5914908,1,32000000,32000000.0,32000000,32000000
Zentropa International Norway,5900000,5900000.0,5900000,5900000,1,5210000,5210000.0,5210000,5210000
Zentropa International Hamburg,5900000,5900000.0,5900000,5900000,1,5210000,5210000.0,5210000,5210000
Gil Friesen Productions,5892466,5892466.0,5892466,5892466,1,1000000,1000000.0,1000000,1000000
Tremolo Productions,5892466,5892466.0,5892466,5892466,1,1000000,1000000.0,1000000,1000000
East Wing Holdings,5874530,5874530.0,5874530,5874530,1,30000000,30000000.0,30000000,30000000
SAJ,5874530,5874530.0,5874530,5874530,1,30000000,30000000.0,30000000,30000000
Hélium Films,5873256,5873256.0,5873256,5873256,1,8000000,8000000.0,8000000,8000000
Blue Spirit,5873256,5873256.0,5873256,5873256,1,8000000,8000000.0,8000000,8000000
Rita Productions,5873256,5873256.0,5873256,5873256,1,8000000,8000000.0,8000000,8000000
Marvel Productions,5849647,5849647.0,5849647,5849647,1,6000000,6000000.0,6000000,6000000
Sunbow Productions,5849647,5849647.0,5849647,5849647,1,6000000,6000000.0,6000000,6000000
Vice Studios,5823823,1941274.3333333333,180851,4554065,3,13940457,4646819.0,2940457,6000000
Manny Films,5809330,5809330.0,5809330,5809330,1,6000000,6000000.0,6000000,6000000
MWP Productions,5796630,5796630.0,5796630,5796630,1,25000000,25000000.0,25000000,25000000
Hygenic Productions,5796630,5796630.0,5796630,5796630,1,25000000,25000000.0,25000000,25000000
Allegro Films,5781885,5781885.0,5781885,5781885,1,20000000,20000000.0,20000000,20000000
Triumph Films,5781885,5781885.0,5781885,5781885,1,20000000,20000000.0,20000000,20000000
Fuji Eight Company Ltd.,5781885,5781885.0,5781885,5781885,1,20000000,20000000.0,20000000,20000000
Fries Film Group,5781885,5781885.0,5781885,5781885,1,20000000,20000000.0,20000000,20000000
Super Ecran,5781885,5781885.0,5781885,5781885,1,20000000,20000000.0,20000000,20000000
Colgems Productions Ltd.,5778353,5778353.0,5778353,5778353,1,25000000,25000000.0,25000000,25000000
RCN Films & e-nnovva,5758519,5758519.0,5758519,5758519,1,3000000,3000000.0,3000000,3000000
Bowery Hills Entertainment,5758519,5758519.0,5758519,5758519,1,3000000,3000000.0,3000000,3000000
Launchpad Productions,5758519,5758519.0,5758519,5758519,1,3000000,3000000.0,3000000,3000000
Joi Productions,5750000,5750000.0,5750000,5750000,1,1600000,1600000.0,1600000,1600000
Palomar Pictures International,5750000,5750000.0,5750000,5750000,1,3500000,3500000.0,3500000,3500000
Wicked Films,5728953,5728953.0,5728953,5728953,1,1500000,1500000.0,1500000,1500000
British Satellite Broadcasting (BSB),5728953,5728953.0,5728953,5728953,1,1500000,1500000.0,1500000,1500000
Corrino Media Corporation,5728213,5728213.0,5728213,5728213,1,19100000,19100000.0,19100000,19100000
Staccato Films,5728213,5728213.0,5728213,5728213,1,19100000,19100000.0,19100000,19100000
WestEnd Films,5724065,2862032.5,89237,5634828,2,18000000,9000000.0,8000000,10000000
Hannibal Pictures,5716745,1429186.25,50113,2424381,4,81500000,20375000.0,12500000,40000000
Offside,5701481,5701481.0,5701481,5701481,1,13000000,13000000.0,13000000,13000000
La Unión de los Ríos,5699056,5699056.0,5699056,5699056,1,6000000,6000000.0,6000000,6000000
Maneki Films,5699056,5699056.0,5699056,5699056,1,6000000,6000000.0,6000000,6000000
Secret Films,5672031,5672031.0,5672031,5672031,1,2200000,2200000.0,2200000,2200000
Modern People,5664764,5664764.0,5664764,5664764,1,7000000,7000000.0,7000000,7000000
Harmonious Claptrap,5659286,5659286.0,5659286,5659286,1,8000000,8000000.0,8000000,8000000
Starburns Industries,5659286,5659286.0,5659286,5659286,1,8000000,8000000.0,8000000,8000000
The Chess Club,5656388,5656388.0,5656388,5656388,1,8000000,8000000.0,8000000,8000000
Morrison Films,5634828,5634828.0,5634828,5634828,1,8000000,8000000.0,8000000,8000000
Trillium Productions,5634828,5634828.0,5634828,5634828,1,8000000,8000000.0,8000000,8000000
Chrysalis Films,5634828,5634828.0,5634828,5634828,1,8000000,8000000.0,8000000,8000000
Allen & Associates,5634828,5634828.0,5634828,5634828,1,8000000,8000000.0,8000000,8000000
Parallel Film Productions,5634828,5634828.0,5634828,5634828,1,8000000,8000000.0,8000000,8000000
Norma Productions,5600000,2800000.0,2500000,3100000,2,6050000,3025000.0,2650000,3400000
Riofilm,5596708,5596708.0,5596708,5596708,1,2900000,2900000.0,2900000,2900000
MACT Productions,5596708,5596708.0,5596708,5596708,1,2900000,2900000.0,2900000,2900000
Videofilms,5596708,5596708.0,5596708,5596708,1,2900000,2900000.0,2900000,2900000
NBC Productions,5596267,5596267.0,5596267,5596267,1,7500000,7500000.0,7500000,7500000
A. Film Production,5595327,5595327.0,5595327,5595327,1,18000000,18000000.0,18000000,18000000
Egmont Imagination,5595327,5595327.0,5595327,5595327,1,18000000,18000000.0,18000000,18000000
Alvy Développement,5586646,5586646.0,5586646,5586646,1,5112027,5112027.0,5112027,5112027
Site 4 View Productions,5586646,5586646.0,5586646,5586646,1,5112027,5112027.0,5112027,5112027
Little Bear,5586646,5586646.0,5586646,5586646,1,5112027,5112027.0,5112027,5112027
Gail Katz Productions,5578519,5578519.0,5578519,5578519,1,19000000,19000000.0,19000000,19000000
3L Filmverleih,5549200,5549200.0,5549200,5549200,1,25000000,25000000.0,25000000,25000000
Artfire Films,5540941,5540941.0,5540941,5540941,1,2000000,2000000.0,2000000,2000000
Adult Swim,5500000,5500000.0,5500000,5500000,1,750000,750000.0,750000,750000
Williams Street,5500000,5500000.0,5500000,5500000,1,750000,750000.0,750000,750000
First Look Pictures,5500000,5500000.0,5500000,5500000,1,750000,750000.0,750000,750000
Wim Wenders Stiftung,5498109,1832703.0,105983,3210139,3,12246964,4082321.3333333335,1746964,8000000
Court Five,5496951,5496951.0,5496951,5496951,1,27220000,27220000.0,27220000,27220000
Valentina Films,5496951,5496951.0,5496951,5496951,1,27220000,27220000.0,27220000,27220000
Cardiff Giant Productions,5476060,5476060.0,5476060,5476060,1,5000000,5000000.0,5000000,5000000
kulturelle Filmförderung des Bundes,5468650,5468650.0,5468650,5468650,1,8000000,8000000.0,8000000,8000000
FilmFernsehFonds Bayern,5468650,5468650.0,5468650,5468650,1,8000000,8000000.0,8000000,8000000
BKM,5468650,5468650.0,5468650,5468650,1,8000000,8000000.0,8000000,8000000
Novotny & Novotny Filmproduktion,5468650,5468650.0,5468650,5468650,1,8000000,8000000.0,8000000,8000000
Kaleidoscope Films,5468650,5468650.0,5468650,5468650,1,8000000,8000000.0,8000000,8000000
CrossDay Productions Ltd.,5468650,5468650.0,5468650,5468650,1,8000000,8000000.0,8000000,8000000
Hindsight Media,5468650,5468650.0,5468650,5468650,1,8000000,8000000.0,8000000,8000000
Neue Bioskop Film,5468650,5468650.0,5468650,5468650,1,8000000,8000000.0,8000000,8000000
Metropolis International Sales,5468650,5468650.0,5468650,5468650,1,8000000,8000000.0,8000000,8000000
La Boétie Films,5460628,5460628.0,5460628,5460628,1,5080800,5080800.0,5080800,5080800
Les Films du Lendemain,5460628,5460628.0,5460628,5460628,1,5080800,5080800.0,5080800,5080800
Harwood Hunt Productions,5457664,5457664.0,5457664,5457664,1,1000000,1000000.0,1000000,1000000
Stay Gold Features,5454446,2727223.0,2053469,3400977,2,12000000,6000000.0,3500000,8500000
Altar Productions,5450815,5450815.0,5450815,5450815,1,1100000,1100000.0,1100000,1100000
Prima TV,5446000,5446000.0,5446000,5446000,1,40000000,40000000.0,40000000,40000000
Believe Entertainment,5433685,5433685.0,5433685,5433685,1,3000000,3000000.0,3000000,3000000
Soli Deo Gloria Releasing,5433685,5433685.0,5433685,5433685,1,3000000,3000000.0,3000000,3000000
Challenge Film Corporation,5430822,5430822.0,5430822,5430822,1,7000000,7000000.0,7000000,7000000
Entertainment,5430822,5430822.0,5430822,5430822,1,7000000,7000000.0,7000000,7000000
XYZ Funding N.V.,5430822,5430822.0,5430822,5430822,1,7000000,7000000.0,7000000,7000000
Twitching Image Studio,5409517,5409517.0,5409517,5409517,1,75000000,75000000.0,75000000,75000000
Actual Films,5398976,5398976.0,5398976,5398976,1,1000000,1000000.0,1000000,1000000
Argos Films,5392126,2696063.0,2181987,3210139,2,4246964,2123482.0,1746964,2500000
Les Films du Loup,5390659,2695329.5,390659,5000000,2,10538703,5269351.5,2000000,8538703
Dirty Films,5383097,5383097.0,5383097,5383097,1,9600000,9600000.0,9600000,9600000
San Marco,5380118,5380118.0,5380118,5380118,1,5000000,5000000.0,5000000,5000000
Rio,5377643,5377643.0,5377643,5377643,1,4000000,4000000.0,4000000,4000000
Sigma Pictures,5377643,5377643.0,5377643,5377643,1,4000000,4000000.0,4000000,4000000
North by Northwest Entertainment,5343820,5343820.0,5343820,5343820,1,10000000,10000000.0,10000000,10000000
Charades,5337829,2668914.5,692079,4645750,2,6400000,3200000.0,2900000,3500000
BondIt Media Capital,5297165,1765721.6666666667,229811,4717597,3,42000000,14000000.0,7000000,20000000
Yukon Film Incentive Program,5285197,5285197.0,5285197,5285197,1,12000000,12000000.0,12000000,12000000
Turkish Culture Ministry,5274664,5274664.0,5274664,5274664,1,1300000,1300000.0,1300000,1300000
Uhlandfilm,5274664,5274664.0,5274664,5274664,1,1300000,1300000.0,1300000,1300000
Vistamar Filmproduktion,5274664,5274664.0,5274664,5274664,1,1300000,1300000.0,1300000,1300000
Bam Film,5274664,5274664.0,5274664,5274664,1,1300000,1300000.0,1300000,1300000
Glitter Productions,5271666,5271666.0,5271666,5271666,1,22000000,22000000.0,22000000,22000000
Maroon Entertainment,5271666,5271666.0,5271666,5271666,1,22000000,22000000.0,22000000,22000000
The Andre Company,5250000,5250000.0,5250000,5250000,1,475000,475000.0,475000,475000
Saga Productions Inc.,5250000,5250000.0,5250000,5250000,1,475000,475000.0,475000,475000
Interfest,5249225,5249225.0,5249225,5249225,1,3300000,3300000.0,3300000,3300000
Реал-Дакота,5249225,5249225.0,5249225,5249225,1,3300000,3300000.0,3300000,3300000
Star Media,5249225,5249225.0,5249225,5249225,1,3300000,3300000.0,3300000,3300000
Gynormous Pictures,5224938,5224938.0,5224938,5224938,1,5000000,5000000.0,5000000,5000000
Faso Film,5216102,5216102.0,5216102,5216102,1,8000000,8000000.0,8000000,8000000
Jagged Edge Productions,5200000,5200000.0,5200000,5200000,1,100000,100000.0,100000,100000
Katzka-Loeb,5200000,5200000.0,5200000,5200000,1,4000000,4000000.0,4000000,4000000
ITN Studios,5200000,5200000.0,5200000,5200000,1,100000,100000.0,100000,100000
Avala Film,5200000,5200000.0,5200000,5200000,1,4000000,4000000.0,4000000,4000000
OB Productions,5186767,5186767.0,5186767,5186767,1,30000000,30000000.0,30000000,30000000
Process Productions,5179037,5179037.0,5179037,5179037,1,2000000,2000000.0,2000000,2000000
Q Television,5179037,5179037.0,5179037,5179037,1,2000000,2000000.0,2000000,2000000
Final Cut for Real,5162637,1290659.25,81089,3646605,4,15697000,3924250.0,1000000,7047000
Perpetual Media Capital,5151023,5151023.0,5151023,5151023,1,25000000,25000000.0,25000000,25000000
Mythic International Entertainment,5151023,5151023.0,5151023,5151023,1,25000000,25000000.0,25000000,25000000
Media Max Productions,5148503,5148503.0,5148503,5148503,1,25000000,25000000.0,25000000,25000000
Notorious Films,5148503,5148503.0,5148503,5148503,1,25000000,25000000.0,25000000,25000000
Asphalt Productions,5141166,5141166.0,5141166,5141166,1,6000000,6000000.0,6000000,6000000
900 Films,5141166,5141166.0,5141166,5141166,1,6000000,6000000.0,6000000,6000000
Ánima Estudios,5138140,5138140.0,5138140,5138140,1,1600000,1600000.0,1600000,1600000
MPN Cologne Film 3,5104868,5104868.0,5104868,5104868,1,4000000,4000000.0,4000000,4000000
Beanca Films,5104868,5104868.0,5104868,5104868,1,4000000,4000000.0,4000000,4000000
Eficine 226,5104868,5104868.0,5104868,5104868,1,4000000,4000000.0,4000000,4000000
Pampa Films,5102671,2551335.5,1440000,3662671,2,10045750,5022875.0,4000000,6045750
Rouge International,5101305,2550652.5,1001305,4100000,2,6500000,3250000.0,3000000,3500000
